Station_Sample_ID,Date,Season,State,District,Water_Body_Name,Water_Source_Type,Water_Temperature_C,pH,Dissolved_Oxygen_DO_mg_L,Biochemical_Oxygen_Demand_BOD_mg_L,Chemical_Oxygen_Demand_COD_mg_L,Total_Dissolved_Solids_TDS_mg_L,Turbidity_NTU,Nitrate_NO3_mg_L,Fluoride_F_mg_L,Arsenic_As_mg_L,Lead_Pb_mg_L,Fecal_Coliform_MPN_100ml,Water_Quality_Index_WQI,CPCB_Water_Quality_Class,Potability_Use_Assessment
IND-WQ-000620,2025-10-27,Post-Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,23.6,8.92,1.36,45.14,210.4,1076.6,67.0,48.34,1.01,0.0113,0.0364,25000,31.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000621,2024-07-03,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),25.7,8.27,4.61,7.12,21.9,804.6,126.9,18.27,0.75,0.0106,0.0171,1200,43.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000622,2025-09-02,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),30.6,7.54,5.35,5.9,17.8,596.7,43.8,13.24,0.55,0.0084,0.0151,1200,44.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000623,2025-12-11,Winter,Bihar,Patna,Ganga River,River (Surface Water),19.5,7.52,3.71,4.87,21.3,852.5,13.6,27.89,0.76,0.0085,0.0076,8500,28.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000624,2025-07-30,Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),26.6,7.5,0.46,46.8,281.7,1594.6,267.7,57.25,1.43,0.0269,0.0221,180000,35.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000625,2025-07-07,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),28.9,7.29,3.98,6.49,27.2,510.5,118.1,24.84,0.89,0.0056,0.0055,8500,31.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000626,2026-05-29,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),33.0,8.01,6.08,6.84,26.6,631.0,23.0,31.7,0.79,0.0089,0.007,1200,42.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000627,2026-03-12,Pre-Monsoon / Summer,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),29.6,9.0,2.13,12.57,78.5,987.5,53.8,30.67,1.75,0.0255,0.0443,450000,25.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000628,2023-12-29,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),20.7,7.13,0.79,9.06,49.7,974.0,72.5,50.68,1.41,0.0094,0.0285,1200000,38.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000629,2024-01-17,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),18.2,7.26,2.72,1.1,3.5,435.8,7.3,5.61,0.65,0.0454,0.0076,60,37.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000630,2026-07-24,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,25.9,8.74,0.51,55.97,321.2,1328.2,189.7,44.69,1.17,0.0156,0.0266,180000,25.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000631,2023-09-28,Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),27.0,7.55,0.3,39.96,168.1,1136.6,121.6,58.33,0.98,0.0058,0.0265,68000,31.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000632,2025-11-03,Post-Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),25.3,7.95,0.98,17.37,109.6,943.7,80.6,40.38,0.9,0.0062,0.037,180000,36.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000633,2023-10-25,Post-Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),23.7,8.44,0.2,48.65,191.5,1532.1,58.8,63.84,1.54,0.0253,0.02,1200000,38.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000634,2025-09-30,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),26.4,7.81,5.68,4.02,19.2,624.9,69.8,27.72,0.91,0.0118,0.0116,2400,53.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000635,2023-08-22,Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),25.5,6.7,2.58,3.06,9.3,420.0,8.0,5.5,0.47,0.0432,0.0107,180,34.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000636,2024-07-28,Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),29.2,7.71,5.12,5.49,27.2,383.3,80.7,31.05,0.82,0.0105,0.0147,1200,51.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000637,2023-01-27,Winter,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),20.6,7.08,4.27,5.41,23.6,599.7,26.2,27.83,1.17,0.0067,0.0173,2400,52.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000638,2023-04-03,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),28.3,7.99,2.74,27.29,140.1,1024.7,69.3,56.63,0.92,0.0179,0.0234,1200000,30.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000639,2024-09-08,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),26.9,7.64,4.97,7.43,22.4,329.2,92.5,18.9,0.77,0.0071,0.0144,14000,43.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000640,2023-11-05,Post-Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,23.5,9.39,0.26,38.81,194.9,1577.7,69.2,64.07,1.32,0.0273,0.0402,450000,29.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000641,2023-02-21,Winter,Assam,Cachar (Silchar),Barak River,River (Surface Water),17.7,7.29,7.84,2.74,9.4,300.0,9.6,4.48,0.72,0.0058,0.0014,140,76.0,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000642,2023-11-15,Post-Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),24.2,8.31,1.63,13.57,69.6,718.6,62.3,57.33,1.51,0.025,0.0199,180000,34.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000643,2023-06-30,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),27.5,7.42,7.25,2.01,7.2,398.0,9.0,8.0,0.64,0.0042,0.0016,20,72.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000644,2026-02-17,Winter,Assam,Guwahati,Brahmaputra River,River (Surface Water),17.9,7.7,6.78,1.19,4.5,268.7,5.0,10.01,0.58,0.0045,0.0035,350,85.3,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000645,2025-05-24,Pre-Monsoon / Summer,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),30.6,8.78,1.94,29.95,128.1,1146.0,28.4,48.66,1.69,0.0183,0.0218,180000,26.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000646,2025-12-02,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),18.3,8.86,1.8,38.24,228.5,2096.5,80.2,26.6,1.12,0.0149,0.0143,25000,38.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000647,2024-10-08,Post-Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),23.1,7.9,5.06,1.86,6.8,1755.7,5.8,62.15,2.9,0.0026,0.0015,35,74.9,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000648,2026-07-07,Monsoon,Telangana,Hyderabad,Musi River,River (Surface Water),27.4,6.61,1.01,31.64,142.6,1910.5,185.9,63.13,1.32,0.0177,0.0263,1200000,28.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000649,2023-07-16,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),25.9,8.61,4.61,5.86,24.3,434.7,121.7,15.17,0.9,0.0118,0.0063,8500,38.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000650,2024-10-06,Post-Monsoon,Telangana,Hyderabad,Musi River,River (Surface Water),25.7,8.73,0.34,37.65,138.3,1629.5,31.3,47.49,1.15,0.0084,0.0187,180000,25.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000651,2025-08-28,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),26.9,7.55,5.24,5.51,23.5,703.2,48.3,22.84,0.6,0.0079,0.005,14000,45.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000652,2023-09-12,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,30.1,9.59,0.89,48.87,183.0,1579.2,119.7,49.91,1.75,0.0176,0.0316,68000,26.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000653,2025-01-01,Winter,Odisha,Puri,Chilika Lake,Lake / Lagoon,14.8,7.26,8.14,1.54,4.0,317.6,6.0,4.24,0.9,0.0011,0.0043,80,76.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000654,2023-12-02,Winter,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,26.3,8.51,0.7,29.58,170.6,1419.9,41.1,57.82,1.25,0.0113,0.049,68000,34.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000655,2025-09-16,Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,24.4,8.55,1.34,37.73,181.9,1291.3,263.5,60.53,1.18,0.0051,0.0413,1200000,30.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000656,2025-06-18,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),32.4,7.96,6.23,5.34,25.0,566.7,29.5,20.88,0.68,0.0058,0.0076,4800,43.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000657,2026-07-02,Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),28.3,8.47,2.23,63.89,278.6,1519.5,209.2,45.1,1.63,0.0217,0.0289,25000,36.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000658,2024-05-28,Pre-Monsoon / Summer,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),30.7,8.59,2.52,10.74,67.3,1064.4,30.5,27.43,1.77,0.0166,0.0142,180000,28.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000659,2023-08-30,Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),27.3,7.94,0.0,58.48,216.5,1646.9,81.4,48.46,1.33,0.0252,0.0469,1200000,26.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000660,2023-05-29,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),32.0,6.97,2.56,1.61,5.0,497.4,2.7,9.76,0.6,0.0429,0.0091,180,26.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000661,2026-08-15,Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),26.2,7.61,7.15,2.47,7.1,399.3,47.3,9.03,0.33,0.003,0.003,350,81.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000662,2025-01-26,Winter,Bihar,Patna,Ganga River,River (Surface Water),19.6,8.64,5.59,3.67,18.0,523.1,12.2,30.66,1.09,0.004,0.0138,14000,31.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000663,2024-09-11,Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),26.7,7.56,1.7,15.39,69.7,1001.9,72.4,46.29,1.79,0.0135,0.0271,450000,33.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000664,2024-03-28,Pre-Monsoon / Summer,Bihar,Patna,Ganga River,River (Surface Water),31.0,8.1,5.54,7.66,36.2,596.2,22.2,23.64,0.54,0.0101,0.0071,4800,53.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000665,2023-07-31,Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),27.3,8.0,5.47,1.79,4.8,2608.4,7.7,57.76,2.98,0.0077,0.0016,90,80.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000666,2024-10-29,Post-Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),23.1,9.46,2.54,8.0,29.3,960.0,47.6,37.3,1.37,0.0091,0.0332,1200000,37.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000667,2024-08-16,Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),23.5,7.77,4.74,1.35,4.7,2289.9,1.7,53.04,2.52,0.0077,0.0039,90,69.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-000668,2023-05-11,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,27.6,8.57,0.0,50.32,176.6,1672.7,36.4,33.79,0.82,0.0131,0.0407,68000,32.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000669,2024-09-03,Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),30.4,7.09,4.3,1.37,3.6,593.9,3.9,6.26,0.47,0.0353,0.0085,0,51.5,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000670,2023-09-13,Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),25.4,8.55,1.08,11.3,41.2,1379.6,255.3,64.59,1.27,0.0216,0.0483,180000,31.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000671,2024-07-14,Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,24.6,7.37,8.4,2.42,8.5,138.8,75.9,5.05,0.37,0.0035,0.0026,20,79.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000672,2023-03-04,Pre-Monsoon / Summer,Bihar,Patna,Ganga River,River (Surface Water),30.3,7.76,5.0,4.08,19.1,651.3,17.1,10.5,0.51,0.0068,0.008,1200,49.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000673,2026-08-27,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),28.7,7.18,6.17,5.04,16.2,573.7,111.2,26.63,0.84,0.0115,0.0172,2400,44.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000674,2024-02-11,Winter,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,20.0,9.16,0.49,45.54,265.2,1596.2,72.7,35.44,1.57,0.0242,0.0466,1200000,33.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000675,2025-03-12,Pre-Monsoon / Summer,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),34.4,8.68,1.26,23.39,88.7,1227.8,84.8,55.26,1.18,0.0174,0.0219,25000,28.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000676,2026-02-02,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),22.0,6.97,3.96,1.82,6.4,481.2,4.1,9.46,0.49,0.0887,0.0092,20,26.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000677,2023-01-15,Winter,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,20.5,7.83,0.23,46.23,201.4,1251.7,38.4,59.09,1.46,0.0273,0.0423,1200000,28.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000678,2023-09-16,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),28.9,7.5,4.56,6.03,20.6,786.8,65.0,10.2,1.05,0.0081,0.0061,8500,43.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000679,2024-12-23,Winter,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),17.7,8.44,2.54,8.08,41.9,1182.9,38.2,54.66,1.42,0.025,0.0317,180000,35.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000680,2026-07-06,Monsoon,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),26.8,7.94,1.94,21.72,113.6,1007.0,109.1,30.08,1.74,0.0231,0.0488,25000,27.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000681,2024-09-05,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,26.2,7.92,0.76,36.08,129.6,1619.0,204.9,63.34,1.25,0.023,0.0427,1200000,33.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000682,2026-07-07,Monsoon,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),25.5,8.03,2.21,14.28,85.9,1249.3,124.5,36.57,1.14,0.0203,0.0523,180000,26.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000683,2025-12-04,Winter,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,16.9,8.42,0.0,38.62,210.4,1400.3,67.8,42.87,1.18,0.0235,0.0438,1200000,35.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000684,2025-03-23,Pre-Monsoon / Summer,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,32.5,7.69,7.51,2.93,9.1,302.7,9.7,1.8,0.53,0.0057,0.005,80,80.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000685,2023-11-27,Post-Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),23.7,7.73,5.63,5.48,18.2,341.9,18.9,22.37,1.1,0.004,0.0079,8500,46.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000686,2023-06-14,Pre-Monsoon / Summer,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),26.6,8.03,2.03,30.3,144.2,652.2,82.1,60.78,0.97,0.0228,0.0295,25000,30.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000687,2026-05-01,Pre-Monsoon / Summer,Bihar,Patna,Ganga River,River (Surface Water),29.2,7.71,3.99,5.19,17.0,679.6,15.0,21.69,0.79,0.0113,0.0115,1200,37.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000688,2025-12-24,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),17.5,8.83,0.89,15.21,75.0,932.0,51.5,55.27,1.75,0.0261,0.0295,1200000,37.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000689,2024-01-22,Winter,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),18.7,7.78,4.69,9.21,36.8,571.9,19.2,13.8,0.52,0.0104,0.0164,14000,42.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000690,2025-11-19,Post-Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),24.2,8.81,0.99,39.57,188.7,1287.9,70.6,58.51,1.26,0.0198,0.0363,68000,29.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000691,2026-07-13,Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),24.1,9.18,0.85,33.78,149.3,1560.4,196.0,47.86,0.89,0.0071,0.0418,1200000,28.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000692,2023-11-24,Post-Monsoon,Odisha,Puri,Chilika Lake,Lake / Lagoon,24.4,7.41,7.8,0.8,4.0,194.8,7.9,2.59,0.5,0.0031,0.0011,350,73.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000693,2026-05-25,Pre-Monsoon / Summer,Maharashtra,Mumbai,Mithi River,River (Surface Water),26.9,8.61,0.24,35.09,140.0,1569.6,34.9,56.98,0.85,0.0236,0.0307,180000,29.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000694,2023-11-16,Post-Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),23.5,7.77,4.38,1.57,6.2,373.3,6.1,11.63,0.63,0.0284,0.0022,20,40.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000695,2024-02-03,Winter,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,15.7,9.1,1.19,48.06,206.6,1516.5,48.7,54.26,1.66,0.0057,0.0199,180000,34.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000696,2023-04-15,Pre-Monsoon / Summer,Odisha,Puri,Chilika Lake,Lake / Lagoon,29.7,7.36,5.79,2.96,9.0,273.5,5.6,10.64,0.76,0.0038,0.0025,20,73.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000697,2024-11-26,Post-Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),21.3,8.5,0.36,26.69,152.6,1455.0,61.9,56.2,1.6,0.0277,0.0195,450000,36.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000698,2025-10-13,Post-Monsoon,Odisha,Puri,Chilika Lake,Lake / Lagoon,24.7,7.67,7.68,2.11,8.4,199.0,12.6,2.16,0.89,0.0051,0.0066,80,80.9,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000699,2023-11-26,Post-Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),26.7,7.49,7.15,2.74,9.1,232.3,5.0,1.39,0.49,0.0015,0.0034,20,85.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000700,2024-10-21,Post-Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),25.4,8.64,2.41,18.7,90.7,1007.4,41.8,27.15,0.92,0.0268,0.051,180000,26.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000701,2025-12-06,Winter,Assam,Cachar (Silchar),Barak River,River (Surface Water),18.4,7.48,7.1,1.61,4.1,321.7,14.5,5.8,0.36,0.0016,0.0038,80,83.0,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000702,2024-08-21,Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),27.3,8.85,0.39,13.91,56.7,1043.9,167.7,56.61,1.2,0.0072,0.0371,180000,29.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000703,2025-03-31,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),29.4,8.4,0.9,26.54,119.9,1529.8,55.8,37.27,1.24,0.0198,0.0335,450000,37.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000704,2024-10-02,Post-Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),23.9,9.11,1.38,40.08,151.5,1685.8,77.5,64.78,1.11,0.0174,0.023,450000,33.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000705,2023-11-10,Post-Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),25.5,7.61,2.5,1.87,5.4,2225.7,4.8,45.67,2.25,0.0058,0.0049,10,36.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000706,2026-03-16,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),30.6,7.13,4.26,1.95,7.7,403.9,5.1,9.41,0.84,0.0334,0.0034,20,41.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000707,2024-04-06,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),33.8,7.43,3.82,1.24,4.0,548.9,9.0,13.82,0.85,0.0477,0.0055,20,32.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000708,2024-04-30,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),34.0,7.28,5.1,3.66,13.5,442.3,12.3,13.52,0.8,0.0027,0.016,4800,50.7,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000709,2024-02-14,Winter,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),20.7,8.14,4.75,1.58,4.0,2137.0,1.7,29.98,1.91,0.0066,0.005,0,65.1,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-000710,2023-01-27,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),20.5,6.93,1.28,9.3,50.7,1037.7,76.1,29.82,0.88,0.013,0.0383,180000,32.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000711,2025-11-18,Post-Monsoon,Bihar,Patna,Ganga River,River (Surface Water),21.9,7.75,5.65,6.21,23.2,640.7,14.8,27.96,0.75,0.0064,0.0154,4800,44.7,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000712,2023-09-28,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),24.1,7.23,4.94,5.66,19.4,654.0,43.8,28.23,0.85,0.0077,0.0086,2400,50.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000713,2024-11-16,Post-Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),24.6,8.03,6.41,5.74,28.2,319.7,11.8,17.42,0.85,0.0057,0.0129,1200,44.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
